Date,Share Price,NAV,Discount
10/08/2021,$28.71 ,$28.33 ,1.34%
10/07/2021,$28.54 ,$28.44 ,0.35%
10/06/2021,$28.23 ,$28.17 ,0.21%
10/05/2021,$28.05 ,$28.00 ,0.18%
10/04/2021,$28.13 ,$27.64 ,1.77%
10/01/2021,$28.53 ,$28.24 ,1.03%
9/30/2021 ,$28.38 ,$27.97 ,1.47%
9/29/2021 ,$28.46 ,$28.14 ,1.14%
9/28/2021 ,$28.37 ,$28.20 ,0.60%
9/27/2021 ,$28.90 ,$28.98 ,-0.28%
9/24/2021 ,$28.99 ,$29.14 ,-0.51%
9/23/2021 ,$29.11 ,$29.08 ,0.10%
9/22/2021 ,$28.87 ,$28.82 ,0.17%
9/21/2021 ,$28.80 ,$28.56 ,0.84%
9/20/2021 ,$28.63 ,$28.53 ,0.35%
9/17/2021 ,$29.47 ,$29.07 ,1.38%
9/16/2021 ,$29.73 ,$29.45 ,0.95%
9/15/2021 ,$29.87 ,$29.45 ,1.43%
9/14/2021 ,$29.96 ,$29.27 ,2.36%
9/13/2021 ,$30.45 ,$29.80 ,2.18%
09/10/2021,$30.48 ,$29.72 ,2.56%
